Date,Close
2014-01-03,19.320714950561523
2014-01-10,19.033571243286133
2014-01-17,19.309642791748047
2014-01-24,19.502500534057617
2014-01-31,17.878570556640625
2014-02-07,18.559999465942383
2014-02-14,19.428213119506836
2014-02-21,18.758928298950195
2014-02-28,18.794286727905273
2014-03-07,18.944286346435547
2014-03-14,18.738929748535156
2014-03-21,19.031070709228516
2014-03-28,19.17357063293457
2014-04-04,18.99357032775879
2014-04-11,18.5575008392334
2014-04-18,18.74785614013672
2014-04-25,20.426429748535156
2014-05-02,21.163570404052734
2014-05-09,20.91214370727539
2014-05-16,21.339643478393555
2014-05-23,21.93321418762207
2014-05-30,22.60714340209961
2014-06-06,23.05607032775879
2014-06-13,22.81999969482422
2014-06-20,22.727500915527344
2014-06-27,22.9950008392334
2014-07-04,23.50749969482422
2014-07-11,23.80500030517578
2014-07-18,23.607500076293945
2014-07-25,24.417499542236328
2014-08-01,24.032499313354492
2014-08-08,23.684999465942383
2014-08-15,24.4950008392334
2014-08-22,25.329999923706055
2014-08-29,25.625
2014-09-05,24.74250030517578
2014-09-12,25.415000915527344
2014-09-19,25.239999771118164
2014-09-26,25.1875
2014-10-03,24.905000686645508
2014-10-10,25.1825008392334
2014-10-17,24.417499542236328
2014-10-24,26.30500030517578
2014-10-31,27.0
2014-11-07,27.252500534057617
2014-11-14,28.545000076293945
2014-11-21,29.11750030517578
2014-11-28,29.732500076293945
2014-12-05,28.75
2014-12-12,27.4325008392334
2014-12-19,27.94499969482422
2014-12-26,28.497499465942383
2015-01-02,27.332500457763672
2015-01-09,28.002500534057617
2015-01-16,26.497499465942383
2015-01-23,28.2450008392334
2015-01-30,29.290000915527344
2015-02-06,29.732500076293945
2015-02-13,31.770000457763672
2015-02-20,32.375
2015-02-27,32.1150016784668
2015-03-06,31.649999618530273
2015-03-13,30.897499084472656
2015-03-20,31.475000381469727
2015-03-27,30.8125
2015-04-03,31.329999923706055
2015-04-10,31.774999618530273
2015-04-17,31.1875
2015-04-24,32.56999969482422
2015-05-01,32.23749923706055
2015-05-08,31.905000686645508
2015-05-15,32.192501068115234
2015-05-22,33.1349983215332
2015-05-29,32.56999969482422
2015-06-05,32.162498474121094
2015-06-12,31.792499542236328
2015-06-19,31.649999618530273
2015-06-26,31.6875
2015-07-03,31.61000061035156
2015-07-10,30.81999969482422
2015-07-17,32.404998779296875
2015-07-24,31.125
2015-07-31,30.325000762939453
2015-08-07,28.8799991607666
2015-08-14,28.989999771118164
2015-08-21,26.440000534057617
2015-08-28,28.322500228881836
2015-09-04,27.3174991607666
2015-09-11,28.552499771118164
2015-09-18,28.362499237060547
2015-09-25,28.677499771118164
2015-10-02,27.594999313354492
2015-10-09,28.030000686645508
2015-10-16,27.760000228881836
2015-10-23,29.770000457763672
2015-10-30,29.875
2015-11-06,30.26499938964844
2015-11-13,28.084999084472656
2015-11-20,29.825000762939453
2015-11-27,29.45249938964844
2015-12-04,29.75749969482422
2015-12-11,28.295000076293945
2015-12-18,26.50749969482422
2015-12-25,27.00749969482422
2016-01-01,26.315000534057617
2016-01-08,24.239999771118164
2016-01-15,24.282499313354492
2016-01-22,25.354999542236328
2016-01-29,24.334999084472656
2016-02-05,23.5049991607666
2016-02-12,23.497499465942383
2016-02-19,24.010000228881836
2016-02-26,24.227500915527344
2016-03-04,25.752500534057617
2016-03-11,25.565000534057617
2016-03-18,26.479999542236328
2016-03-25,26.417499542236328
2016-04-01,27.497499465942383
2016-04-08,27.165000915527344
2016-04-15,27.462499618530273
2016-04-22,26.420000076293945
2016-04-29,23.434999465942383
2016-05-06,23.18000030517578
2016-05-13,22.6299991607666
2016-05-20,23.80500030517578
2016-05-27,25.087499618530273
2016-06-03,24.479999542236328
2016-06-10,24.707500457763672
2016-06-17,23.832500457763672
2016-06-24,23.350000381469727
2016-07-01,23.97249984741211
2016-07-08,24.170000076293945
2016-07-15,24.69499969482422
2016-07-22,24.665000915527344
2016-07-29,26.052499771118164
2016-08-05,26.8700008392334
2016-08-12,27.045000076293945
2016-08-19,27.34000015258789
2016-08-26,26.73500061035156
2016-09-02,26.9325008392334
2016-09-09,25.782499313354492
2016-09-16,28.729999542236328
2016-09-23,28.177499771118164
2016-09-30,28.262500762939453
2016-10-07,28.51499938964844
2016-10-14,29.407499313354492
2016-10-21,29.149999618530273
2016-10-28,28.43000030517578
2016-11-04,27.209999084472656
2016-11-11,27.107500076293945
2016-11-18,27.51499938964844
2016-11-25,27.947500228881836
2016-12-02,27.475000381469727
2016-12-09,28.487499237060547
2016-12-16,28.99250030517578
2016-12-23,29.1299991607666
2016-12-30,28.954999923706055
2017-01-06,29.477500915527344
2017-01-13,29.760000228881836
2017-01-20,30.0
2017-01-27,30.487499237060547
2017-02-03,32.27000045776367
2017-02-10,33.029998779296875
2017-02-17,33.93000030517578
2017-02-24,34.165000915527344
2017-03-03,34.94499969482422
2017-03-10,34.78499984741211
2017-03-17,34.997501373291016
2017-03-24,35.15999984741211
2017-03-31,35.915000915527344
2017-04-07,35.834999084472656
2017-04-14,35.26250076293945
2017-04-21,35.567501068115234
2017-04-28,35.912498474121094
2017-05-05,37.2400016784668
2017-05-12,39.025001525878906
2017-05-19,38.26499938964844
2017-05-26,38.40250015258789
2017-06-02,38.86249923706055
2017-06-09,37.244998931884766
2017-06-16,35.567501068115234
2017-06-23,36.56999969482422
2017-06-30,36.005001068115234
2017-07-07,36.04499816894531
2017-07-14,37.2599983215332
2017-07-21,37.567501068115234
2017-07-28,37.375
2017-08-04,39.09749984741211
2017-08-11,39.369998931884766
2017-08-18,39.375
2017-08-25,39.96500015258789
2017-09-01,41.01250076293945
2017-09-08,39.657501220703125
2017-09-15,39.970001220703125
2017-09-22,37.97249984741211
2017-09-29,38.529998779296875
2017-10-06,38.82500076293945
2017-10-13,39.247501373291016
2017-10-20,39.0625
2017-10-27,40.76250076293945
2017-11-03,43.125
2017-11-10,43.66749954223633
2017-11-17,42.537498474121094
2017-11-24,43.74250030517578
2017-12-01,42.76250076293945
2017-12-08,42.342498779296875
2017-12-15,43.49250030517578
2017-12-22,43.752498626708984
2017-12-29,42.307498931884766
2018-01-05,43.75
2018-01-12,44.272499084472656
2018-01-19,44.6150016784668
2018-01-26,42.877498626708984
2018-02-02,40.125
2018-02-09,39.102500915527344
2018-02-16,43.10749816894531
2018-02-23,43.875
2018-03-02,44.0525016784668
2018-03-09,44.994998931884766
2018-03-16,44.505001068115234
2018-03-23,41.23500061035156
2018-03-30,41.94499969482422
2018-04-06,42.095001220703125
2018-04-13,43.682498931884766
2018-04-20,41.43000030517578
2018-04-27,40.58000183105469
2018-05-04,45.95750045776367
2018-05-11,47.147499084472656
2018-05-18,46.57749938964844
2018-05-25,47.14500045776367
2018-06-01,47.560001373291016
2018-06-08,47.92499923706055
2018-06-15,47.209999084472656
2018-06-22,46.22999954223633
2018-06-29,46.27750015258789
2018-07-06,46.99250030517578
2018-07-13,47.83250045776367
2018-07-20,47.86000061035156
2018-07-27,47.744998931884766
2018-08-03,51.997501373291016
2018-08-10,51.88249969482422
2018-08-17,54.39500045776367
2018-08-24,54.040000915527344
2018-08-31,56.907501220703125
2018-09-07,55.32500076293945
2018-09-14,55.959999084472656
2018-09-21,54.415000915527344
2018-09-28,56.435001373291016
2018-10-05,56.0724983215332
2018-10-12,55.52750015258789
2018-10-19,54.82749938964844
2018-10-26,54.07500076293945
