Date,Close,Diff
2018-05-04,45.95750045776367,5.377498626708984
2018-11-23,43.0724983215332,-5.310001373291016
2020-02-28,68.33999633789062,-9.922500610351562
2020-03-20,57.310001373291016,-12.182498931884766
2020-03-27,61.935001373291016,4.625
2020-04-10,66.99749755859375,6.644996643066406
2020-05-08,77.53250122070312,5.2649993896484375
2020-07-10,95.91999816894533,4.892501831054702
2020-07-31,106.26000213623048,13.645004272460966
2020-08-07,111.1125030517578,4.852500915527315
2020-08-21,124.37000274658205,9.46250152587892
2020-09-11,112.0,-8.959999084472656
2020-09-18,106.83999633789062,-5.160003662109375
2020-09-25,112.27999877929688,5.44000244140625
2020-10-23,115.04000091552734,-3.9799957275390625
2020-10-30,108.86000061035156,-6.180000305175781
2020-11-06,118.69000244140624,9.830001831054673
2020-12-04,122.25,5.660003662109375
2020-12-25,131.97000122070312,5.30999755859375
2021-01-15,127.13999938964844,-4.910003662109375
2021-01-22,139.07000732421875,11.930007934570312
2021-01-29,131.9600067138672,-7.1100006103515625
2021-02-05,136.75999450683594,4.79998779296875
2021-02-19,129.8699951171875,-5.5
2021-02-26,121.26000213623048,-8.609992980957017
2021-04-09,133.0,10.0
2021-07-02,139.9600067138672,6.850006103515625
2021-07-09,145.11000061035156,5.149993896484375
2021-09-03,154.3000030517578,5.6999969482421875
2021-09-10,148.97000122070312,-5.3300018310546875
2021-10-01,142.64999389648438,-4.2700042724609375
2021-11-19,160.5500030517578,10.55999755859375
2021-12-03,161.83999633789062,5.029998779296875
2021-12-10,179.4499969482422,17.610000610351562
2021-12-17,171.13999938964844,-8.30999755859375
2021-12-24,176.27999877929688,5.1399993896484375
2022-01-07,172.1699981689453,-5.4000091552734375
2022-01-21,162.41000366210938,-10.660003662109375
2022-01-28,170.3300018310547,7.9199981689453125
2022-03-11,154.72999572753906,-8.44000244140625
2022-03-18,163.97999572753906,9.25
2022-03-25,174.72000122070312,10.740005493164062
2022-04-08,170.08999633789062,-4.220001220703125
2022-04-15,165.2899932861328,-4.8000030517578125
2022-04-29,157.64999389648438,-4.1399993896484375
2022-05-13,147.11000061035156,-10.169998168945312
2022-05-20,137.58999633789062,-9.520004272460938
2022-05-27,149.63999938964844,12.050003051757812
2022-06-03,145.3800048828125,-4.2599945068359375
2022-06-10,137.1300048828125,-8.25
2022-06-17,131.55999755859375,-5.57000732421875
2022-06-24,141.66000366210938,10.100006103515625
2022-07-08,147.0399932861328,8.110000610351562
2022-07-29,162.50999450683594,8.419998168945312
2022-08-12,172.10000610351562,6.75
2022-08-26,163.6199951171875,-7.9000091552734375
2022-09-02,155.80999755859375,-7.80999755859375
2022-09-16,150.6999969482422,-6.6699981689453125
2022-09-30,138.1999969482422,-12.229995727539062
2022-10-21,147.27000427246094,8.889999389648438
2022-10-28,155.74000549316406,8.470001220703125
2022-11-04,138.3800048828125,-17.360000610351562
2022-11-11,149.6999969482422,11.319992065429688
2022-12-09,142.16000366210938,-5.649993896484375
2022-12-16,134.50999450683594,-7.6500091552734375
2023-01-13,134.75999450683594,5.1399993896484375
2023-01-27,145.92999267578125,8.05999755859375
2023-02-03,154.5,8.57000732421875
2023-02-24,146.7100067138672,-5.839996337890625
2023-03-17,155.0,6.5
2023-03-24,160.25,5.25
2023-03-31,164.89999389648438,4.649993896484375
2023-04-28,169.67999267578125,4.6599884033203125
2023-06-02,180.9499969482422,5.5200042724609375
2023-06-30,193.97000122070312,7.290008544921875
2023-08-04,181.9900054931641,-13.839996337890597
2023-08-11,177.7899932861328,-4.200012207031278
2023-09-01,189.4600067138672,10.850006103515625
2023-09-08,178.17999267578125,-11.280014038085938
2023-10-06,177.49000549316406,6.279998779296875
2023-10-20,172.8800048828125,-5.970001220703125
2023-10-27,168.22000122070312,-4.660003662109375
